NRO_COMERCIO;NRO_TERMINAL;FECHA_VIAJE;MARCA_TARJETA;NRO_LOTE;NRO_CUPON;IMPORTE_CUPON;TIPO_MOVIMIENTO
30605659981;15186946;08/02/2018;VISA;382;1539;690;VENTA
30605659981;15186946;08/02/2018;VISA;382;1540;1020;VENTA
30605659981;15186946;08/02/2018;VISA;382;1541;780;VENTA
30605659981;15186946;08/02/2018;VISA;382;1542;1474;VENTA
30605659981;15186946;08/02/2018;VISA;382;1543;858;VENTA
30605659981;15186946;08/02/2018;VISA;382;1544;891;VENTA
30605659981;15186946;08/02/2018;VISA;382;1546;858;VENTA
30605659981;15186946;08/02/2018;VISA;382;1548;780;VENTA
30605659981;15186946;08/02/2018;VISA;385;1556;780;VENTA
30605659981;15186946;08/02/2018;VISA;385;1558;858;VENTA
30605659981;15186946;08/02/2018;VISA;483;5861;1144;VENTA
30605659981;15186946;08/02/2018;VISA;485;5869;935;VENTA
30605659981;15186946;08/02/2018;VISA;485;5876;858;VENTA
30605659981;15186946;08/02/2018;VISA;485;5878;858;VENTA
30605659981;15186946;08/02/2018;VISA;485;5883;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5888;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5890;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5891;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5893;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5894;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5896;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5898;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5899;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5902;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5907;1045;VENTA
30605659981;15186946;09/02/2018;VISA;0;5909;1012;VENTA
30605659981;15186946;09/02/2018;VISA;0;5910;858,88;VENTA
30605659981;15186946;09/02/2018;VISA;0;5911;891;VENTA
30605659981;15186946;09/02/2018;VISA;0;5912;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5913;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5915;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5918;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5920;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5921;891;VENTA
30605659981;15186946;09/02/2018;VISA;0;5922;858;VENTA
30605659981;15186946;09/02/2018;VISA;0;5924;858;VENTA
30605659981;15186946;09/02/2018;VISA;386;1559;1122;VENTA
30605659981;15186946;09/02/2018;VISA;386;1560;495;VENTA
30605659981;15186946;09/02/2018;VISA;386;1561;759;VENTA
30605659981;15186946;09/02/2018;VISA;386;1562;418;VENTA
30605659981;15186946;09/02/2018;VISA;386;1563;780;VENTA
30605659981;15186946;09/02/2018;VISA;386;1564;858;VENTA
30605659981;15186946;09/02/2018;VISA;386;1565;780;VENTA
30605659981;15186946;09/02/2018;VISA;386;1566;935;VENTA
30605659981;15186946;09/02/2018;VISA;386;1569;750;VENTA
30605659981;15186946;09/02/2018;VISA;387;1570;920;VENTA
30605659981;15186946;09/02/2018;VISA;388;1571;810;VENTA
30605659981;15186946;09/02/2018;VISA;388;1572;810;VENTA
30605659981;15186946;09/02/2018;VISA;388;1573;858;VENTA
30605659981;15186946;09/02/2018;VISA;486;5892;858;VENTA
30605659981;15186946;09/02/2018;VISA;487;5895;858;VENTA
30605659981;15186946;09/02/2018;VISA;487;5900;858;VENTA
30605659981;15186946;09/02/2018;VISA;487;5901;759;VENTA
30605659981;15186946;09/02/2018;VISA;487;5903;850;VENTA
30605659981;15186946;09/02/2018;VISA;487;5906;825;VENTA
30605659981;15186946;09/02/2018;VISA;488;5908;880;VENTA
30605659981;15186946;09/02/2018;VISA;488;5914;858;VENTA
30605659981;15186946;09/02/2018;VISA;488;5916;1166;VENTA
30605659981;15186946;09/02/2018;VISA;488;5919;891;VENTA
30605659981;15186946;09/02/2018;VISA;488;5923;825;VENTA
